evento,lat,lon,dia,hora
CHOQUE,19.40472,-99.1501,lunes,5
CHOQUE,19.27198,-99.12876,lunes,7
CHOQUE,19.28673,-99.15714,lunes,8
CHOQUE,19.40641,-99.1553,lunes,11
CHOQUE,19.48967,-99.07191,lunes,11
CHOQUE,19.36333,-99.00446,lunes,12
CHOQUE,19.41277,-99.09085,lunes,14
CHOQUE,19.34346,-99.03783,lunes,17
DERRAPADO,19.36749,-99.29901,lunes,3
DERRAPADO,19.37711,-99.09055,lunes,7
DERRAPADO,19.43262,-99.17557,lunes,12
DERRAPADO,19.48962,-99.20776,lunes,20
ATROPELLADO,19.45634,-99.14499,martes,21
CAIDA DE CICLISTA,19.42423,-99.17449,martes,18
CHOQUE,19.40409,-99.15013,martes,2
CHOQUE,19.38652,-99.19914,martes,7
CHOQUE,19.35158,-99.15145,martes,9
CHOQUE,19.289785,-99.01319,martes,11
CHOQUE,19.49825,-99.07525,martes,11
CHOQUE,19.4536,-99.11436,martes,12
CHOQUE,19.3695,-99.10697,martes,14
CHOQUE,19.4181,-99.10408,martes,15
CHOQUE,19.42465,-99.14252,martes,16
CHOQUE,19.34374,-99.03608,martes,17
VOLCADURA,19.205766,-99.215317,martes,7
ATROPELLADO,19.38093,-99.08706,miércoles,12
CAIDA DE CICLISTA,19.385383,-99.048572,miércoles,10
CHOQUE,19.46218,-99.14527,miércoles,13
CHOQUE,19.39312,-99.1745,miércoles,20
DERRAPADO,19.43491,-99.11871,miércoles,9
ATROPELLADO,19.301494,-99.052494,jueves,20
CHOQUE,19.39817,-99.12397,jueves,5
CHOQUE,19.30205,-99.22114,jueves,9
CHOQUE,19.34567,-99.12058,jueves,10
CHOQUE,19.30515,-99.25829,jueves,14
CHOQUE,19.32271,-99.10318,jueves,17
CHOQUE,19.45302,-99.07599,jueves,19
CHOQUE,19.50482,-99.15127,jueves,20
CHOQUE,19.51209,-99.102647,jueves,21
VOLCADURA,19.45012,-99.115669,jueves,4
ATROPELLADO,19.2035,-99.04032,viernes,7
ATROPELLADO,19.342088,-99.059314,viernes,15
CAIDA DE CICLISTA,19.47736,-99.18331,viernes,3
CAIDA DE CICLISTA,19.35817,-99.09199,viernes,7
CAIDA DE CICLISTA,19.4647,-99.10369,viernes,9
CAIDA DE PASAJERO,19.35716,-99.14404,viernes,11
CHOQUE,19.36564,-99.12662,viernes,15
CHOQUE,19.36867,-99.227,viernes,15
DERRAPADO,19.46133,-99.12627,viernes,22
CAIDA DE CICLISTA,19.333864,-99.151574,sábado,18
CHOQUE,19.396201,-99.193156,sábado,1
CHOQUE,19.41868,-99.09341,sábado,6
CHOQUE,19.48241,-99.08177,sábado,8
DERRAPADO,19.44242,-99.12124,sábado,18
DERRAPADO,19.266762,-99.224843,sábado,18
ATROPELLADO,19.4037,-99.14502,domingo,0
ATROPELLADO,19.300035,-99.174729,domingo,6
ATROPELLADO,19.50184,-99.20486,domingo,8
CHOQUE,19.3446,-99.06129,domingo,3
CHOQUE,19.47641,-99.16267,domingo,9
CHOQUE,19.29211,-99.03055,domingo,12
CHOQUE,19.50393,-99.15474,domingo,15
CHOQUE,19.45969,-99.12228,domingo,21
DERRAPADO,19.42463,-99.20031,domingo,9
DERRAPADO,19.39358,-99.26019,domingo,12
DERRAPADO,19.38169,-99.14764,domingo,12
DERRAPADO,19.49763,-99.07854,domingo,16
DERRAPADO,19.47926,-99.11947,domingo,16
DERRAPADO,19.462708,-99.05806,domingo,17
ATROPELLADO,19.43823,-99.13763,lunes,13
CAIDA DE CICLISTA,19.340489,-99.114373,lunes,14
CHOQUE,19.29267,-99.00939,lunes,12
CHOQUE,19.39073,-99.18216,lunes,16
CAIDA DE CICLISTA,19.36628,-99.1791,martes,13
CHOQUE,19.30199,-99.16911,martes,2
DERRAPADO,19.45762,-99.13136,martes,20
ATROPELLADO,19.225494,-99.212141,miércoles,7
ATROPELLADO,19.415305,-99.144924,miércoles,15
ATROPELLADO,19.409189,-99.084284,miércoles,15
ATROPELLADO,19.29393,-99.15729,miércoles,20
CAIDA DE CICLISTA,19.44017,-99.1217,miércoles,9
DERRAPADO,19.360623,-99.299659,miércoles,0
ATROPELLADO,19.44712,-99.12568,jueves,9
ATROPELLADO,19.499035,-99.202045,jueves,21
CAIDA DE CICLISTA,19.426795,-99.198405,jueves,14
CHOQUE,19.4449,-99.09356,jueves,0
CHOQUE,19.29822,-99.02435,jueves,0
CHOQUE,19.37342,-99.27905,jueves,11
CHOQUE,19.338733,-99.192269,jueves,12
DERRAPADO,19.28501,-99.16406,jueves,10
DERRAPADO,19.33621,-99.17611,jueves,14
DERRAPADO,19.40639,-99.1844,jueves,15
DERRAPADO,19.30857,-99.14229,jueves,16
ATROPELLADO,19.376401,-99.1272,viernes,10
CHOQUE,19.49108,-99.17249,viernes,10
CHOQUE,19.29202,-99.04951,viernes,11
CHOQUE,19.42547,-99.14741,viernes,13
CHOQUE,19.36683,-99.0891,viernes,14
CHOQUE,19.41853,-99.06812,viernes,14
CHOQUE,19.36104,-99.29007,viernes,14
CHOQUE,19.39309,-99.09754,viernes,15
CHOQUE,19.38682,-99.06703,viernes,17
CHOQUE,19.50816,-99.210941,viernes,18
CHOQUE,19.42851,-99.06717,viernes,20
DERRAPADO,19.37168,-99.08024,viernes,9
DERRAPADO,19.40654,-99.12985,viernes,12
DERRAPADO,19.49242,-99.12044,viernes,16
ATROPELLADO,19.39796,-99.11958,sábado,6
ATROPELLADO,19.27538,-99.11914,sábado,9
ATROPELLADO,19.43804,-99.19137,sábado,12
CHOQUE,19.41071,-99.06687,sábado,2
CHOQUE,19.30432,-99.08714,sábado,7
CHOQUE,19.36607,-99.07462,sábado,7
CHOQUE,19.40382,-99.20156,sábado,11
CHOQUE,19.35017,-99.07324,sábado,13
CHOQUE,19.28977,-99.23322,sábado,14
CHOQUE,19.38365,-99.14495,sábado,16
CHOQUE,19.42553,-99.09338,sábado,19
DERRAPADO,19.41322,-99.13482,sábado,11
DERRAPADO,19.31527,-99.22061,sábado,12
DERRAPADO,19.44008,-99.106,sábado,18
DERRAPADO,19.457638,-99.069008,sábado,23
ATROPELLADO,19.252284,-99.010764,domingo,9
ATROPELLADO,19.49009,-99.19607,domingo,10
ATROPELLADO,19.378148,-99.101106,domingo,12
ATROPELLADO,19.37053,-99.20408,domingo,15
CAIDA DE CICLISTA,19.41676,-99.16755,domingo,19
CHOQUE,19.4415,-99.15952,domingo,3
CHOQUE,19.39771,-99.12914,domingo,9
CHOQUE,19.23934,-99.160416,domingo,10
CHOQUE,19.33541,-99.03669,domingo,10
CHOQUE,19.44792,-99.2062,domingo,10
CHOQUE,19.41683,-99.11865,domingo,13
CHOQUE,19.28607,-99.16746,domingo,14
CHOQUE,19.34603,-99.06359,domingo,15
CHOQUE,19.49402,-99.14859,domingo,15
CHOQUE,19.3471,-99.1647,domingo,17
CHOQUE,19.408538,-99.131288,domingo,19
CHOQUE,19.3225,-99.03812,domingo,21
ATROPELLADO,19.19704,-99.02985,lunes,18
CHOQUE,19.46377,-99.11223,lunes,1
CHOQUE,19.42924,-99.1338,lunes,6
CHOQUE,19.38388,-99.0458,lunes,7
CHOQUE,19.35635,-99.04037,lunes,8
CHOQUE,19.42062,-99.17784,lunes,8
CHOQUE,19.54128,-99.14002,lunes,9
CHOQUE,19.38816,-99.1221,lunes,10
CHOQUE,19.28989,-99.15149,lunes,11
CHOQUE,19.22527,-98.94764,lunes,12
CHOQUE,19.36605,-99.12738,lunes,17
DERRAPADO,19.34318,-99.0407,lunes,8
DERRAPADO,19.35165,-99.20731,lunes,11
DERRAPADO,19.4961,-99.11275,lunes,18
ATROPELLADO,19.30432,-99.08714,martes,14
ATROPELLADO,19.26601,-99.11509,martes,18
ATROPELLADO,19.496107,-99.1994,martes,18
CHOQUE,19.19074,-99.08413,martes,7
CHOQUE,19.44902,-99.11108,martes,7
CHOQUE,19.42673,-99.15089,martes,9
CHOQUE,19.41125,-99.14165,martes,9
CHOQUE,19.28425,-99.12921,martes,11
CHOQUE,19.38025,-99.10111,martes,15
CHOQUE,19.40988,-99.14523,martes,15
CHOQUE,19.320616,-99.113254,martes,17
CHOQUE,19.44678,-99.11149,martes,18
DERRAPADO,19.26449,-99.11452,martes,10
DERRAPADO,19.45528,-99.1884,martes,13
DERRAPADO,19.41801,-99.10508,martes,14
DERRAPADO,19.357929,-99.276902,martes,15
ATROPELLADO,19.5177,-99.13456,miércoles,11
ATROPELLADO,19.43746,-99.12381,miércoles,12
ATROPELLADO,19.44555,-99.13055,miércoles,21
CAIDA DE CICLISTA,19.36717,-99.14074,miércoles,20
CHOQUE,19.20541,-99.04484,miércoles,7
CHOQUE,19.43435,-99.17116,miércoles,8
CHOQUE,19.347021,-99.180646,miércoles,16
CHOQUE,19.35873,-99.06526,miércoles,17
CHOQUE,19.38307,-99.07612,miércoles,18
DERRAPADO,19.371455,-99.057757,miércoles,17
ATROPELLADO,19.43316,-99.16844,jueves,14
ATROPELLADO,19.41687,-99.09794,jueves,18
CAIDA DE CICLISTA,19.36101,-99.28046,jueves,11
CHOQUE,19.4092,-99.12097,jueves,13
CHOQUE,19.37861,-99.12944,jueves,15
CHOQUE,19.40528,-99.15539,jueves,16
CHOQUE,19.45128,-99.05462,jueves,19
DERRAPADO,19.414308,-99.229594,jueves,9
DERRAPADO,19.46988,-99.10019,jueves,10
DERRAPADO,19.35255,-99.13287,jueves,13
DERRAPADO,19.36358,-99.13756,jueves,23
ATROPELLADO,19.45874,-99.13775,viernes,18
CHOQUE,19.347841,-99.018701,viernes,0
CHOQUE,19.360574,-99.090477,viernes,4
CHOQUE,19.47633,-99.11441,viernes,7
CHOQUE,19.37377,-99.17889,viernes,8
CHOQUE,19.29227,-99.11491,viernes,8
CHOQUE,19.48185,-99.1835,viernes,12
CHOQUE,19.24791,-99.09137,viernes,17
CHOQUE,19.30529,-99.23507,viernes,22
CHOQUE,19.449741,-99.128625,viernes,23
CHOQUE,19.45175,-99.15234,viernes,23
DERRAPADO,19.47773,-99.18452,viernes,3
DERRAPADO,19.407707,-99.189064,viernes,13
ATROPELLADO,19.43556,-99.1241,sábado,12
CAIDA DE CICLISTA,19.40895,-99.16832,sábado,9
CHOQUE,19.391476,-99.151802,sábado,1
CHOQUE,19.25666,-99.01636,sábado,9
CHOQUE,19.44005,-99.13116,sábado,10
CHOQUE,19.47002,-99.11212,sábado,12
CHOQUE,19.208697,-99.274555,sábado,14
CHOQUE,19.37411,-99.07873,sábado,17
CHOQUE,19.41685,-99.12131,sábado,23
DERRAPADO,19.41093,-99.19376,sábado,11
DERRAPADO,19.44465,-99.17958,sábado,14
DERRAPADO,19.4641,-99.05862,sábado,15
DERRAPADO,19.40394,-99.17258,sábado,15
DERRAPADO,19.266084,-99.11527,sábado,19
DERRAPADO,19.31081,-99.11099,sábado,20
DERRAPADO,19.298399,-99.238757,sábado,20
DERRAPADO,19.34007,-99.13179,sábado,21
VOLCADURA,19.30546,-99.20581,sábado,18
ATROPELLADO,19.27038,-99.16355,domingo,0
CAIDA DE CICLISTA,19.412186,-99.147207,domingo,0
CAIDA DE PASAJERO,19.3168,-99.12218,domingo,10
CHOQUE,19.327813,-99.042544,domingo,0
CHOQUE,19.32142,-99.22044,domingo,0
CHOQUE,19.32206,-99.04759,domingo,0
CHOQUE,19.36294,-99.18926,domingo,2
CHOQUE,19.45284,-99.12214,domingo,13
CHOQUE,19.50513,-99.15069,domingo,16
CHOQUE,19.26917,-99.23286,domingo,22
DERRAPADO,19.22526,-98.96195,domingo,3
DERRAPADO,19.36743,-99.23588,domingo,6
DERRAPADO,19.3391,-99.06429,domingo,8
DERRAPADO,19.37212,-99.0156,domingo,13
DERRAPADO,19.26155,-99.125455,domingo,23
ATROPELLADO,19.34499,-99.02231,lunes,4
CHOQUE,19.34407,-99.13718,lunes,8
CHOQUE,19.21162,-99.2152,lunes,9
CHOQUE,19.44242,-99.12124,lunes,15
CHOQUE,19.34933,-99.08229,lunes,17
DERRAPADO,19.37289,-99.14128,lunes,6
DERRAPADO,19.43189,-99.16174,lunes,9
VOLCADURA,19.46377,-99.11223,lunes,8
ATROPELLADO,19.27921,-99.211806,martes,21
CAIDA DE PASAJERO,19.42557,-99.1198,martes,6
CHOQUE,19.45302,-99.07599,martes,12
CHOQUE,19.23934,-99.160419,martes,13
CHOQUE,19.35158,-99.15145,martes,18
CHOQUE,19.46461,-99.13317,martes,19
CHOQUE,19.39731,-99.07269,martes,22
DERRAPADO,19.43725,-99.10887,martes,8
DERRAPADO,19.415724,-99.13475,martes,14
DERRAPADO,19.24754,-99.08836,martes,18
VOLCADURA,19.44459,-99.08891,martes,4
VOLCADURA,19.43234,-99.20854,martes,16
ATROPELLADO,19.5072,-99.10094,miércoles,13
ATROPELLADO,19.32308,-98.95788,miércoles,22
CAIDA DE CICLISTA,19.36746,-99.15496,miércoles,12
CAIDA DE PASAJERO,19.49621,-99.159,miércoles,7
CHOQUE,19.46803,-99.10274,miércoles,7
CHOQUE,19.35728,-99.13981,miércoles,9
CHOQUE,19.42226,-99.12029,miércoles,13
CHOQUE,19.2557,-99.06983,miércoles,17
CHOQUE,19.387408,-99.029275,miércoles,18
CHOQUE,19.487334,-99.217157,miércoles,19
CHOQUE,19.43317,-99.15734,miércoles,19
CHOQUE,19.438549,-99.133361,miércoles,19
CHOQUE,19.45199,-99.12481,miércoles,22
CHOQUE,19.34803,-99.04455,miércoles,23
DERRAPADO,19.436407,-99.104202,miércoles,9
DERRAPADO,19.5092,-99.12181,miércoles,20
ATROPELLADO,19.38164,-99.24017,jueves,15
CHOQUE,19.34077,-99.156054,jueves,16
CHOQUE,19.38832,-99.13902,jueves,17
CHOQUE,19.44362,-99.09649,jueves,20
CHOQUE,19.36445,-99.06771,jueves,20
DERRAPADO,19.56158,-99.13593,jueves,1
DERRAPADO,19.43686,-99.15184,jueves,17
DERRAPADO,19.49374,-99.11289,jueves,20
ATROPELLADO,19.47647,-99.1148,viernes,11
ATROPELLADO,19.45052,-99.09764,viernes,13
ATROPELLADO,19.41868,-99.09341,viernes,17
CAIDA DE CICLISTA,19.39276,-99.17292,viernes,9
CHOQUE,19.43827,-99.16869,viernes,0
CHOQUE,19.360814,-98.999028,viernes,0
CHOQUE,19.379664,-99.200202,viernes,1
CHOQUE,19.45817,-99.20086,viernes,6
CHOQUE,19.352264,-99.070251,viernes,13
CHOQUE,19.4668,-99.10279,viernes,14
CHOQUE,19.2857,-99.1196,viernes,15
CHOQUE,19.35814,-99.16479,viernes,16
CHOQUE,19.37117,-99.16719,viernes,16
DERRAPADO,19.3536,-99.11044,viernes,4
ATROPELLADO,19.32247,-99.23889,sábado,13
ATROPELLADO,19.361599,-99.224644,sábado,22
CAIDA DE CICLISTA,19.36491,-99.19669,sábado,5
CHOQUE,19.499346,-99.172198,sábado,1
CHOQUE,19.44263,-99.13706,sábado,10
CHOQUE,19.34501,-99.1678,sábado,11
CHOQUE,19.28974,-99.01324,sábado,15
CHOQUE,19.4085,-99.09024,sábado,15
CHOQUE,19.38963,-99.03345,sábado,16
CHOQUE,19.450934,-99.096669,sábado,16
CHOQUE,19.4344,-99.17986,sábado,17
CHOQUE,19.27677,-99.0026,sábado,19
DERRAPADO,19.37502,-99.14744,sábado,10
DERRAPADO,19.48995,-99.13125,sábado,14
DERRAPADO,19.26452,-99.1082,sábado,18
DERRAPADO,19.44356,-99.21755,sábado,21
ATROPELLADO,19.494487,-99.178835,domingo,3
ATROPELLADO,19.28735,-99.11757,domingo,12
ATROPELLADO,19.3523,-99.01507,domingo,21
ATROPELLADO,19.48377,-99.07109,domingo,21
ATROPELLADO,19.46708,-99.12178,domingo,21
ATROPELLADO,19.488746,-99.079507,domingo,22
CAIDA DE CICLISTA,19.39263,-99.25905,domingo,9
CAIDA DE CICLISTA,19.413813,-99.195023,domingo,11
CHOQUE,19.413652,-99.066484,domingo,3
CHOQUE,19.34964,-99.00387,domingo,4
CHOQUE,19.40301,-99.11382,domingo,7
CHOQUE,19.425156,-99.144781,domingo,11
CHOQUE,19.136596,-99.172724,domingo,13
CHOQUE,19.35423,-99.24291,domingo,13
CHOQUE,19.3454,-99.17112,domingo,14
CHOQUE,19.47235,-99.14183,domingo,14
CHOQUE,19.39393,-99.13821,domingo,14
CHOQUE,19.407435,-99.082394,domingo,16
CHOQUE,19.22391,-98.96549,domingo,17
CHOQUE,19.44903,-99.09003,domingo,19
CHOQUE,19.45872,-99.185674,domingo,22
CHOQUE,19.357141,-99.300067,domingo,23
CHOQUE,19.44636,-99.09982,domingo,23
DERRAPADO,19.36659,-99.04014,domingo,1
DERRAPADO,19.44498,-99.11865,domingo,6
DERRAPADO,19.44489,-99.12443,domingo,23
ATROPELLADO,19.26606,-99.11542,lunes,16
CAIDA DE PASAJERO,19.39672,-99.09879,lunes,15
CHOQUE,19.29393,-99.04457,lunes,5
CHOQUE,19.41461,-99.18056,lunes,9
CHOQUE,19.37304,-99.18808,lunes,10
CHOQUE,19.359077,-99.057683,lunes,13
CHOQUE,19.40887,-99.09698,lunes,14
CHOQUE,19.310001,-99.076088,lunes,14
CHOQUE,19.44395,-99.16644,lunes,14
CHOQUE,19.42274,-99.22318,lunes,15
CHOQUE,19.3512,-99.19056,lunes,16
CHOQUE,19.30404,-99.12469,lunes,17
CHOQUE,19.32271,-99.10318,lunes,17
CHOQUE,19.3629,-99.26536,lunes,19
CHOQUE,19.48745,-99.12449,lunes,22
DERRAPADO,19.45726,-99.14888,lunes,6
DERRAPADO,19.28146,-99.16248,lunes,14
ATROPELLADO,19.42208,-99.1203,martes,10
CHOQUE,19.43421,-99.14085,martes,4
CHOQUE,19.374554,-99.081885,martes,9
CHOQUE,19.35521,-99.29674,martes,11
CHOQUE,19.43523,-99.21224,martes,12
CHOQUE,19.46872,-99.10115,martes,15
CHOQUE,19.34701,-99.0579,martes,17
CHOQUE,19.386,-99.12923,martes,17
CHOQUE,19.43719,-99.17617,martes,18
CHOQUE,19.47084,-99.136988,martes,19
CHOQUE,19.33386,-99.05706,martes,21
DERRAPADO,19.43189,-99.11526,martes,10
DERRAPADO,19.30193,-99.16536,martes,21
DERRAPADO,19.36891,-99.15622,martes,21
CHOQUE,19.2929,-99.12555,miércoles,7
CHOQUE,19.40088,-99.07738,miércoles,7
CHOQUE,19.456887,-99.092244,miércoles,8
CHOQUE,19.349991,-99.041493,miércoles,8
CHOQUE,19.36497,-99.16379,miércoles,9
CHOQUE,19.35249,-99.07059,miércoles,9
CHOQUE,19.295272,-99.131636,miércoles,15
CHOQUE,19.29113,-99.23397,miércoles,18
CHOQUE,19.41941,-99.19565,miércoles,18
DERRAPADO,19.44352,-99.09284,miércoles,3
DERRAPADO,19.46612,-99.09149,miércoles,18
CAIDA DE CICLISTA,19.39575,-99.15453,jueves,10
CHOQUE,19.30318,-99.05592,jueves,7
CHOQUE,19.43681,-99.14399,jueves,8
CHOQUE,19.42196,-99.09942,jueves,14
CHOQUE,19.442194,-99.173233,jueves,14
CHOQUE,19.49372,-99.07253,jueves,16
CHOQUE,19.44635,-99.15334,jueves,22
DERRAPADO,19.4085,-99.09024,jueves,7
DERRAPADO,19.48241,-99.07527,jueves,18
ATROPELLADO,19.403044,-99.131791,viernes,1
ATROPELLADO,19.31752,-99.16523,viernes,12
CAIDA DE CICLISTA,19.328247,-99.031486,viernes,0
CAIDA DE PASAJERO,19.47861,-99.10705,viernes,15
CHOQUE,19.46046,-99.1025,viernes,10
CHOQUE,19.41597,-99.07554,viernes,10
CHOQUE,19.27399,-99.11994,viernes,12
CHOQUE,19.26858,-99.11544,viernes,14
CHOQUE,19.420502,-99.133155,viernes,16
CHOQUE,19.40254,-99.16954,viernes,17
DERRAPADO,19.45106,-99.19053,viernes,1
DERRAPADO,19.457335,-99.14883,viernes,5
DERRAPADO,19.47259,-99.20426,viernes,11
DERRAPADO,19.48884,-99.1516,viernes,14
DERRAPADO,19.40157,-99.20222,viernes,19
DERRAPADO,19.43172,-99.19112,viernes,20
ATROPELLADO,19.419851,-99.080882,sábado,23
CAIDA DE CICLISTA,19.28254,-99.1164,sábado,21
CHOQUE,19.35954,-99.0284,sábado,8
CHOQUE,19.49588,-99.09795,sábado,10
CHOQUE,19.29504,-99.11455,sábado,10
CHOQUE,19.45179,-99.20085,sábado,11
CHOQUE,19.40639,-99.1597,sábado,14
CHOQUE,19.529463,-99.170143,sábado,16
CHOQUE,19.40649,-99.15833,sábado,17
CHOQUE,19.48567,-99.166699,sábado,19
CHOQUE,19.45311,-99.16031,sábado,19
CHOQUE,19.45964,-99.16273,sábado,22
DERRAPADO,19.46042,-99.14335,sábado,15
DERRAPADO,19.219014,-99.276709,sábado,16
ATROPELLADO,19.424776,-99.143493,domingo,21
ATROPELLADO,19.27768,-99.16478,domingo,23
CAIDA DE CICLISTA,19.38208,-99.1787,domingo,12
CHOQUE,19.345978,-99.063789,domingo,0
CHOQUE,19.30835,-99.15178,domingo,1
CHOQUE,19.30277,-99.1218,domingo,7
CHOQUE,19.380595,-99.251659,domingo,8
CHOQUE,19.3195,-99.13837,domingo,8
CHOQUE,19.47533,-99.21501,domingo,11
CHOQUE,19.4157,-99.15095,domingo,13
CHOQUE,19.48559,-99.07791,domingo,14
CHOQUE,19.338783,-99.07448,domingo,17
CHOQUE,19.25698,-99.07565,domingo,21
CHOQUE,19.44894,-99.11065,domingo,21
CHOQUE,19.39751,-99.21247,domingo,22
CHOQUE,19.436407,-99.104202,domingo,22
DERRAPADO,19.26424,-99.1769,domingo,17
DERRAPADO,19.529463,-99.170143,domingo,17
DERRAPADO,19.44274,-99.16917,domingo,18
DERRAPADO,19.31294,-99.23556,domingo,19
DERRAPADO,19.370022,-99.141849,domingo,21
VOLCADURA,19.31862,-99.23023,domingo,3
ATROPELLADO,19.40776,-99.08218,lunes,9
CHOQUE,19.44815,-99.16459,lunes,14
CHOQUE,19.36007,-99.1085,lunes,15
DERRAPADO,19.32723,-99.1328,lunes,8
DERRAPADO,19.40723,-99.1446,lunes,13
DERRAPADO,19.26867,-99.12751,lunes,17
ATROPELLADO,19.43183,-99.14534,martes,7
ATROPELLADO,19.493103,-99.092237,martes,14
ATROPELLADO,19.44657,-99.15441,martes,15
ATROPELLADO,19.41345,-99.1282,martes,15
ATROPELLADO,19.44829,-99.14819,martes,19
CHOQUE,19.345478,-99.171093,martes,9
CHOQUE,19.3279,-99.1338,martes,10
CHOQUE,19.41499,-99.13237,martes,10
CHOQUE,19.43209,-99.20059,martes,11
CHOQUE,19.41242,-99.157021,martes,15
CHOQUE,19.38675,-99.1826,martes,15
CHOQUE,19.4047,-99.12213,martes,17
DERRAPADO,19.3894,-99.15674,martes,7
DERRAPADO,19.42514,-99.13539,martes,16
DERRAPADO,19.422332,-99.150046,martes,16
DERRAPADO,19.3053,-99.06269,martes,22
CHOQUE,19.37252,-99.19197,miércoles,15
CHOQUE,19.46919,-99.0992,miércoles,16
CHOQUE,19.34168,-98.98514,miércoles,18
CHOQUE,19.463528,-99.12541,miércoles,21
DERRAPADO,19.46647,-99.07314,miércoles,10
DERRAPADO,19.381946,-99.204414,miércoles,14
DERRAPADO,19.43349,-99.13622,miércoles,21
DERRAPADO,19.26432,-98.99293,miércoles,22
CHOQUE,19.49693,-99.09711,jueves,3
CHOQUE,19.51784,-99.14312,jueves,7
CHOQUE,19.34007,-99.13179,jueves,10
CHOQUE,19.4199,-99.17522,jueves,14
CHOQUE,19.33017,-99.01829,jueves,16
CHOQUE,19.43647,-99.16965,jueves,17
CHOQUE,19.30205,-99.05357,jueves,20
CHOQUE,19.30766,-99.18042,jueves,22
CHOQUE,19.31188,-99.11484,jueves,23
DERRAPADO,19.4123,-99.1281,jueves,8
DERRAPADO,19.45814,-99.16336,jueves,14
DERRAPADO,19.33792,-99.21426,jueves,19
DERRAPADO,19.50383,-99.08692,jueves,19
ATROPELLADO,19.27555,-99.00217,viernes,7
CAIDA DE CICLISTA,19.413404,-99.143578,viernes,9
CAIDA DE CICLISTA,19.4352,-99.14989,viernes,17
CAIDA DE CICLISTA,19.41537,-99.21176,viernes,22
CHOQUE,19.39746,-99.1034,viernes,0
CHOQUE,19.40493,-99.07106,viernes,5
CHOQUE,19.19215,-99.02699,viernes,8
CHOQUE,19.461383,-99.114831,viernes,22
CHOQUE,19.48896,-99.12857,viernes,22
DERRAPADO,19.29668,-99.04068,viernes,0
DERRAPADO,19.37988,-99.11842,viernes,19
DERRAPADO,19.36919,-99.16167,viernes,19
DERRAPADO,19.469511,-99.188697,viernes,21
VOLCADURA,19.29579,-99.21453,viernes,3
VOLCADURA,19.30896,-99.21772,viernes,21
ATROPELLADO,19.507419,-99.175406,sábado,1
ATROPELLADO,19.439404,-99.15416,sábado,19
CAIDA DE PASAJERO,19.44439,-99.16717,sábado,10
CHOQUE,19.32905,-99.03526,sábado,0
CHOQUE,19.38663,-99.22311,sábado,3
CHOQUE,19.367575,-99.180202,sábado,8
CHOQUE,19.39014,-99.20555,sábado,8
CHOQUE,19.41851,-99.08568,sábado,11
CHOQUE,19.40206,-99.1479,sábado,12
CHOQUE,19.43684,-99.12733,sábado,13
CHOQUE,19.48251,-99.18113,sábado,14
CHOQUE,19.43741,-99.11045,sábado,16
CHOQUE,19.38815,-99.18965,sábado,20
CHOQUE,19.30481,-99.06371,sábado,21
CHOQUE,19.23327,-99.09751,sábado,21
DERRAPADO,19.50834,-99.15201,sábado,2
DERRAPADO,19.345494,-99.137256,sábado,4
DERRAPADO,19.40244,-99.19211,sábado,11
DERRAPADO,19.29681,-99.05611,sábado,13
ATROPELLADO,19.35618,-99.12284,domingo,3
ATROPELLADO,19.31339,-99.22475,domingo,17
CAIDA DE CICLISTA,19.497463,-99.164597,domingo,16
CAIDA DE CICLISTA,19.36961,-99.20319,domingo,17
CAIDA DE PASAJERO,19.445329,-99.142415,domingo,7
CHOQUE,19.34044,-99.2028,domingo,1
CHOQUE,19.4285,-99.09175,domingo,7
CHOQUE,19.44229,-99.10666,domingo,7
CHOQUE,19.35765,-99.12171,domingo,8
CHOQUE,19.4057,-99.1214,domingo,8
CHOQUE,19.29549,-99.02026,domingo,8
CHOQUE,19.30313,-99.03714,domingo,10
CHOQUE,19.43556,-99.20732,domingo,14
CHOQUE,19.43572,-99.21021,domingo,15
CHOQUE,19.47362,-99.20114,domingo,18
CHOQUE,19.277543,-99.009564,domingo,21
CHOQUE,19.40569,-99.17597,domingo,21
CHOQUE,19.45841,-99.06855,domingo,22
CHOQUE,19.33826,-99.06423,domingo,23
DERRAPADO,19.46617,-99.13408,domingo,2
DERRAPADO,19.33826,-99.06423,domingo,15
DERRAPADO,19.190818,-99.165508,domingo,18
ATROPELLADO,19.39204,-99.07389,lunes,21
CHOQUE,19.50181,-99.11712,lunes,0
CHOQUE,19.355761,-99.277937,lunes,1
CHOQUE,19.44359,-99.18311,lunes,7
CHOQUE,19.46832,-99.15411,lunes,8
CHOQUE,19.42973,-99.15216,lunes,9
CHOQUE,19.42786,-99.2032,lunes,10
CHOQUE,19.491914,-99.086187,lunes,10
CHOQUE,19.28936,-99.1473,lunes,12
CHOQUE,19.41521,-99.07492,lunes,20
DERRAPADO,19.337371,-99.039635,lunes,22
ATROPELLADO,19.34607,-99.07823,martes,8
ATROPELLADO,19.44086,-99.12329,martes,12
CHOQUE,19.306021,-99.185891,martes,7
CHOQUE,19.36808,-99.16013,martes,12
CHOQUE,19.444011,-99.079844,martes,14
CHOQUE,19.3568,-99.02297,martes,14
CHOQUE,19.405663,-99.14835,martes,21
CHOQUE,19.4571,-99.1448,martes,21
ATROPELLADO,19.363349,-99.007332,miércoles,4
ATROPELLADO,19.38261,-99.06159,miércoles,5
ATROPELLADO,19.501678,-99.099313,miércoles,12
ATROPELLADO,19.40747,-99.15522,miércoles,12
